"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"LHX1",1.47160087411676e-26,1.23692047196617,0.75,0.168,4.75665550540761e-22,"9","LHX1"
"APOC12",1.57131132673967e-25,1.75227306657468,1,0.943,5.07894960142064e-21,"9","APOC1"
"FST2",2.30869098691661e-24,2.03387320078764,1,0.723,7.46238187701055e-20,"9","FST"
"FN11",4.65629496592615e-24,2.89360106336111,1,0.766,1.50505422183631e-19,"9","FN1"
"HAS21",1.97370760829709e-23,2.44205671867234,0.955,0.461,6.37961510229869e-19,"9","HAS2"
"APOA11",3.63555087858256e-23,1.51896105438083,0.932,0.334,1.17511911048424e-18,"9","APOA1"
"VCAN1",1.02349256318225e-22,2.30818419294713,1,0.655,3.30823501197397e-18,"9","VCAN"
"CDH2",1.21037625039313e-22,1.62318404486229,0.955,0.456,3.91229915414573e-18,"9","CDH2"
"GPC3",7.56205512286043e-22,2.21676092355883,0.977,0.627,2.44428307736218e-17,"9","GPC3"
"ZIC21",1.57276549452413e-21,0.963081507262295,0.864,0.312,5.08364990795034e-17,"9","ZIC2"
"APOE2",2.23787989152588e-21,1.60374637776582,1,0.923,7.23349917337911e-17,"9","APOE"
"ESAM",7.19313845488595e-21,1.6852724940475,0.886,0.322,2.32503814277279e-16,"9","ESAM"
"FOXA2",2.1774086155059e-20,0.620104383807869,0.773,0.258,7.03803786789971e-16,"9","FOXA2"
"EOMES1",5.48217420797419e-20,1.06062839098223,0.818,0.268,1.7720031692435e-15,"9","EOMES"
"HABP2",1.7019379531461e-19,1.5693405638385,0.75,0.218,5.50117404595413e-15,"9","HABP2"
"MMP15",1.98831522704524e-18,1.13461442997242,0.932,0.486,6.42683130837832e-14,"9","MMP15"
"IGDCC4",2.18474167715201e-18,1.33412252619345,0.795,0.297,7.06174052305843e-14,"9","IGDCC4"
"LAMA12",2.31600445189182e-18,1.42489618841092,1,0.852,7.48602118984991e-14,"9","LAMA1"
"PTCRA",4.30391453504875e-18,0.59574173820841,0.5,0.092,1.39115429516381e-13,"9","PTCRA"
"SOX171",4.84313096299078e-18,1.15418370354628,0.909,0.498,1.56544522116751e-13,"9","SOX17"
"AGRN1",8.14021803258007e-18,1.37870831964157,1,0.883,2.63116267467085e-13,"9","AGRN"
"SEC31B",8.31091014926995e-18,1.33494141879294,0.841,0.385,2.68633548754853e-13,"9","SEC31B"
"SCIN1",1.27383352503759e-17,1.3590478309702,0.886,0.446,4.117412102979e-13,"9","SCIN"
"MFGE81",2.68865703455316e-17,1.46073417763022,0.955,0.671,8.69054613278618e-13,"9","MFGE8"
"SEZ6L",5.6451187566805e-17,0.972980498407193,0.591,0.153,1.82467173572184e-12,"9","SEZ6L"
"FBLN21",1.17897924172611e-16,1.41613184184997,1,0.8,3.8108146030313e-12,"9","FBLN2"
"HPN",1.80012482964938e-16,1.34257106436285,0.886,0.465,5.81854348687571e-12,"9","HPN"
"SERPINE22",2.23932244672898e-16,1.57402573994357,1,0.803,7.23816194456207e-12,"9","SERPINE2"
"C1orf541",3.56725028244083e-16,1.34493545618638,0.841,0.37,1.15304230879335e-11,"9","C1orf54"
"LFNG1",9.35968945635879e-16,1.15262805943891,0.795,0.309,3.02533242297885e-11,"9","LFNG"
"COL4A23",1.17090060921902e-15,1.15645145770137,1,0.897,3.78470203917865e-11,"9","COL4A2"
"DACT2",2.72538971250852e-15,0.542634848086376,0.682,0.227,8.8092771677413e-11,"9","DACT2"
"CADM11",2.91807444309026e-15,1.54555506640956,0.977,0.68,9.43209202240065e-11,"9","CADM1"
"SERPINB6",4.32387956777764e-15,0.436104345735332,0.955,0.632,1.39760759269277e-10,"9","SERPINB6"
"COL4A13",4.74115019944479e-15,1.1537511523557,1,0.921,1.53248197896654e-10,"9","COL4A1"
"NMB",6.24211321257996e-15,1.69916016027878,0.909,0.723,2.01763825370222e-10,"9","NMB"
"FAM78B",8.91164668169822e-15,1.11104112244015,0.659,0.233,2.88051155692532e-10,"9","FAM78B"
"COLEC121",9.17990380041635e-15,1.452223784585,1,0.759,2.96722030540858e-10,"9","COLEC12"
"CPE1",1.06663590623214e-14,1.24026477662513,0.932,0.655,3.44768723971414e-10,"9","CPE"
"GJB2",1.19717720338036e-14,0.361172087285983,0.5,0.115,3.86963587448634e-10,"9","GJB2"
"LAMB12",1.21528443503334e-14,1.31807870248463,0.977,0.944,3.92816387935828e-10,"9","LAMB1"
"NODAL1",1.40945246471974e-14,2.00711198500378,0.977,0.893,4.5557732017136e-10,"9","NODAL"
"LAPTM4A2",2.32650523218453e-14,0.748446472426504,1,0.976,7.51996286199005e-10,"9","LAPTM4A"
"NIPAL41",2.47072988932306e-14,0.87026063647775,0.977,0.574,7.98614022125892e-10,"9","NIPAL4"
"SLIT3",2.8499166141657e-14,0.944818206491539,0.841,0.413,9.21178547196778e-10,"9","SLIT3"
"ENSCJAG000000111332",3.86559883735806e-14,0.777399649739075,0.909,0.696,1.24947751219924e-09,"9","ENSCJAG00000011133"
"EMX1",4.88111772285673e-14,0.361152310413809,0.523,0.131,1.57772368155898e-09,"9","EMX1"
"FLRT32",5.48379515108526e-14,1.05734694546256,0.932,0.551,1.77252710668529e-09,"9","FLRT3"
"SERINC51",5.53568401753384e-14,1.14892332290275,0.977,0.935,1.78929914498746e-09,"9","SERINC5"
"ENSCJAG000000139031",5.78407870692622e-14,0.5897526240868,0.773,0.345,1.86958776043976e-09,"9","ENSCJAG00000013903"
"PLA2G12B",5.95856011396663e-14,0.769037018768632,0.5,0.13,1.92598538563743e-09,"9","PLA2G12B"
"ITGA32",1.25707342691135e-13,1.09722886123986,0.955,0.709,4.06323843780555e-09,"9","ITGA3"
"FABP1",2.08491855502294e-13,1.57762705460595,0.614,0.201,6.73908224540064e-09,"9","FABP1"
"ARSA",2.14385580917719e-13,1.48734447907662,0.886,0.608,6.92958513200344e-09,"9","ARSA"
"ABCC41",2.26898030253352e-13,1.50803530063471,0.909,0.69,7.3340250318791e-09,"9","ABCC4"
"ENSCJAG000000079521",6.32498611340799e-13,1.0756040702567,1,0.986,2.04442526143687e-08,"9","ENSCJAG00000007952"
"GDF62",6.96670878388767e-13,0.618033372248407,0.75,0.315,2.25184928021601e-08,"9","GDF6"
"MDK2",7.50172046982178e-13,0.8470116001623,1,0.913,2.42478110746049e-08,"9","MDK"
"SCD3",8.07417046942515e-13,1.32196367720961,1,0.96,2.60981412083229e-08,"9","SCD"
"CER11",8.51996763626351e-13,1.26038675591109,0.659,0.227,2.75390913906945e-08,"9","CER1"
"FZD51",1.0059378114589e-12,2.66278526070444,0.932,0.603,3.25149278797861e-08,"9","FZD5"
"LHFPL2",1.56916870443012e-12,1.07798165358373,0.886,0.55,5.07202400332947e-08,"9","LHFPL2"
"BMP21",1.59232247045011e-12,0.60276249139603,0.932,0.441,5.14686392123589e-08,"9","BMP2"
"CLIC5",2.07806549559895e-12,0.286178894413015,0.614,0.185,6.71693110142447e-08,"9","CLIC5"
"ENSCJAG000000346342",2.3824879838445e-12,0.796442832017285,1,0.893,7.70091591018059e-08,"9","ENSCJAG00000034634"
"FZD71",2.96803487497619e-12,1.00508783209279,0.909,0.509,9.59357912638553e-08,"9","FZD7"
"FTL",3.19260312849751e-12,1.1957563470986,1,1,1.03194510922425e-07,"9","FTL"
"CACHD11",3.80336813171515e-12,1.19556153271432,0.909,0.622,1.22936268121429e-07,"9","CACHD1"
"ENSCJAG000000312353",4.17888245976366e-12,0.970456884562412,1,0.939,1.35074017746941e-07,"9","ENSCJAG00000031235"
"ATP10D",4.28912801168676e-12,0.757298706335272,0.773,0.34,1.38637484721751e-07,"9","ATP10D"
"PKIB",5.0506102871021e-12,0.81216096119025,0.841,0.468,1.63250876310001e-07,"9","PKIB"
"B3GNT4",5.34341012246698e-12,2.45684797485599,0.886,0.688,1.727150453885e-07,"9","B3GNT4"
"MRC2",5.76281072412354e-12,1.30400480727617,0.909,0.626,1.86271331035845e-07,"9","MRC2"
"FNDC3B",6.47014905732974e-12,1.12347283121623,1,0.939,2.09134627980069e-07,"9","FNDC3B"
"GFRA4",6.58823548529422e-12,0.563695742762183,0.523,0.153,2.12951535591165e-07,"9","GFRA4"
"PLXNB13",1.05670275738042e-11,1.16209977190536,1,0.752,3.41558032268074e-07,"9","PLXNB1"
"PLAT1",1.05968287610178e-11,2.0765693526993,0.886,0.656,3.42521296042379e-07,"9","PLAT"
"CPAMD8",1.07776768680847e-11,0.776063050148579,0.75,0.375,3.48366849407102e-07,"9","CPAMD8"
"LRP11",1.8903040450792e-11,1.04907178753083,1,0.782,6.11002976490951e-07,"9","LRP1"
"SP81",2.26008401792269e-11,0.820866006513569,0.682,0.309,7.3052695711315e-07,"9","SP8"
"TFPI21",2.30037463303986e-11,1.25979701677118,0.909,0.621,7.43550092637473e-07,"9","TFPI2"
"ZIC51",2.73685492990476e-11,0.630673790757792,0.727,0.307,8.84633618993116e-07,"9","ZIC5"
"FBN12",2.99198880232199e-11,0.868192396298889,0.955,0.631,9.67100540574536e-07,"9","FBN1"
"LARP71",3.25280889800527e-11,0.984385012260885,1,0.933,1.05140542010224e-06,"9","LARP7"
"GC1",3.41665582590718e-11,2.34350838209792,0.909,0.587,1.10436566260798e-06,"9","GC"
"COL18A12",3.70605966231752e-11,0.823469452272858,0.977,0.847,1.19790966465089e-06,"9","COL18A1"
"ENSCJAG000000126621",3.96202996122306e-11,0.892471489831185,0.932,0.8,1.28064694436613e-06,"9","ENSCJAG00000012662"
"APP2",4.10342144378069e-11,1.0177481012312,1,0.883,1.32634891327323e-06,"9","APP"
"KLHL14",4.87578312013631e-11,0.808107962632452,0.523,0.166,1.57599937792166e-06,"9","KLHL14"
"LRRC43",5.61640931288483e-11,1.51961299043549,0.773,0.466,1.81539198220376e-06,"9","LRRC43"
"SPHKAP",6.35204614531955e-11,0.837908180983039,0.591,0.2,2.05317187555164e-06,"9","SPHKAP"
"MGST22",8.29396596527674e-11,0.814992455154347,0.864,0.531,2.6808586189564e-06,"9","MGST2"
"FGFR11",8.3904738741876e-11,1.08962008754301,0.955,0.883,2.71205287035366e-06,"9","FGFR1"
"ENSCJAG00000024611",8.5296682315961e-11,1.03671975474244,0.409,0.102,2.75704466249881e-06,"9","ENSCJAG00000024611"
"MICAL11",9.22839437930861e-11,0.754999878699442,0.909,0.671,2.98289391522392e-06,"9","MICAL1"
"FSTL12",9.27605913265277e-11,0.763652462397464,0.977,0.971,2.99830059344736e-06,"9","FSTL1"
"RGS11",1.05146250088288e-10,0.523761486569251,0.591,0.214,3.39864224160373e-06,"9","RGS11"
"ADAMTS151",1.07508016771506e-10,0.824440880653182,0.614,0.221,3.47498162610539e-06,"9","ADAMTS15"
"ARSB1",1.42756638316347e-10,0.919489910667684,0.909,0.551,4.61432282029927e-06,"9","ARSB"
"KCNJ12",1.45704320081934e-10,0.462447748879839,0.545,0.168,4.70960073800836e-06,"9","KCNJ12"
"FSCN12",1.47414690792963e-10,0.495828724371609,1,0.857,4.76488505050093e-06,"9","FSCN1"
"FAM213A3",1.61153719957883e-10,0.811341216388255,0.955,0.787,5.20897169019865e-06,"9","FAM213A"
"EPHA41",1.75183663380294e-10,0.911178708370536,0.841,0.491,5.66246155144123e-06,"9","EPHA4"
"STUM",1.90658753207105e-10,0.3819735559713,0.386,0.097,6.16266287991326e-06,"9","STUM"
"BSPRY",1.95329209126996e-10,1.2133220287373,0.705,0.392,6.31362602661191e-06,"9","BSPRY"
"FREM21",1.97012727804325e-10,1.11941091969883,0.886,0.566,6.36804240081919e-06,"9","FREM2"
"NRG11",1.99996697042369e-10,0.95790770121636,0.773,0.414,6.46449323850048e-06,"9","NRG1"
"TF",2.02704956285275e-10,0.68201187846086,1,0.69,6.55203230200895e-06,"9","TF"
"MAEL1",2.16764847833051e-10,0.859906163820672,0.864,0.522,7.00649017650772e-06,"9","MAEL"
"DMKN",2.64498610777696e-10,0.419543537824474,0.545,0.201,8.54938859616747e-06,"9","DMKN"
"CAPN21",2.81701895781129e-10,0.675033927243786,0.955,0.796,9.10545037733344e-06,"9","CAPN2"
"TPSG1",3.51584028359331e-10,0.337155954198942,0.545,0.192,1.13642505486587e-05,"9","TPSG1"
"POSTN",3.62571610956188e-10,2.64665442034037,0.705,0.297,1.17194021809369e-05,"9","POSTN"
"DPYSL32",4.9963550216902e-10,0.520679954425987,0.955,0.554,1.61497183366092e-05,"9","DPYSL3"
"GPC6",5.27550259071054e-10,0.77038773016455,0.773,0.398,1.70520070239537e-05,"9","GPC6"
"VLDLR1",5.9991725149283e-10,0.655611483575415,0.75,0.349,1.93911253200028e-05,"9","VLDLR"
"SLC39A41",7.18252622602621e-10,1.23008068932431,0.864,0.617,2.32160795203845e-05,"9","SLC39A4"
"SPINT11",7.90716869218639e-10,0.764667126711111,0.977,0.955,2.55583413637541e-05,"9","SPINT1"
"CCKBR2",9.6157222346307e-10,0.713435846755967,0.886,0.61,3.10808989789968e-05,"9","CCKBR"
"SLC44A12",1.05886981414529e-09,0.641220399328922,1,0.802,3.42258490026182e-05,"9","SLC44A1"
"LEFTY2",1.40058729010652e-09,2.22001217165313,0.75,0.465,4.5271182978113e-05,"9","LEFTY2"
"ANXA42",1.94615102204203e-09,0.927701979234812,0.955,0.769,6.29054394854645e-05,"9","ANXA4"
"PDGFRA2",2.08683923911901e-09,0.821843928172954,0.977,0.781,6.74529047260438e-05,"9","PDGFRA"
"FRAS12",2.10216614683771e-09,0.870568248052767,0.886,0.504,6.79483163642353e-05,"9","FRAS1"
"ENSCJAG000000214151",2.32416859038871e-09,0.295655289095864,0.705,0.268,7.51241013471342e-05,"9","ENSCJAG00000021415"
"ADGRF2",2.77224799895052e-09,0.468385628943129,0.386,0.107,8.96073720700775e-05,"9","ADGRF2"
"TTR",2.82209025339813e-09,2.49007628624693,0.636,0.314,9.12184232605879e-05,"9","TTR"
"SLC39A51",3.05018542835833e-09,0.440873282900399,0.545,0.206,9.85911436008264e-05,"9","SLC39A5"
"SHISA22",3.42286140494017e-09,1.141110118885,0.864,0.551,0.000110637149191881,"9","SHISA2"
"CXCR4",3.42642994209859e-09,1.38957782286228,0.75,0.456,0.000110752495018453,"9","CXCR4"
"FMO3",4.18917540098962e-09,0.743916932134591,0.409,0.117,0.000135406716486188,"9","FMO3"
"EPOR",4.56741264048303e-09,0.426194809970449,0.727,0.364,0.000147632478778333,"9","EPOR"
"TYRO31",4.74617994725764e-09,1.06417513784842,0.886,0.622,0.000153410774435209,"9","TYRO3"
"WNK4",9.10211001563187e-09,0.375261537974665,0.386,0.115,0.000294207502035269,"9","WNK4"
"HNF4A1",1.02784229367546e-08,0.680963919771951,0.75,0.455,0.000332229464584719,"9","HNF4A"
"P4HB2",1.06467390662058e-08,0.53155726110191,0.977,1,0.000344134546836969,"9","P4HB"
"TUBB2B2",1.18275006066832e-08,0.582599282289814,0.932,0.825,0.000382300302109821,"9","TUBB2B"
"CPVL1",1.33135413403334e-08,1.08075049423054,0.841,0.612,0.000430333596743597,"9","CPVL"
"ENSCJAG00000028507",1.34989030716828e-08,0.278944282816446,0.636,0.349,0.000436325043986004,"9","ENSCJAG00000028507"
"ADAMTS191",1.60275644413107e-08,0.62524639018005,0.591,0.259,0.000518058965436487,"9","ADAMTS19"
"ENSCJAG00000029781",1.74424588354951e-08,0.373104525294807,0.591,0.274,0.000563792596939708,"9","ENSCJAG00000029781"
"PPIC1",1.74626722121859e-08,0.625349223231437,0.932,0.746,0.000564445953914485,"9","PPIC"
"CTNNA11",1.8818726777632e-08,0.6887275766929,1,0.983,0.000608277705633399,"9","CTNNA1"
"WNT11",2.0004988083016e-08,0.435475708760398,0.545,0.227,0.000646621229807325,"9","WNT11"
"LAMC11",2.09822765122285e-08,0.991408711226256,1,0.956,0.000678210123704762,"9","LAMC1"
"RCN22",2.17769682803998e-08,1.00876004776988,1,0.889,0.000703896945727363,"9","RCN2"
"SPARC2",2.28425769481313e-08,0.46747019482497,1,0.975,0.000738340614694449,"9","SPARC"
"SULF21",2.44714383216121e-08,0.786538291455326,1,0.965,0.000790990300869469,"9","SULF2"
"ENSCJAG00000035769",2.57965913571716e-08,0.538873738413691,0.727,0.413,0.000833823222437858,"9","ENSCJAG00000035769"
"EPS8L1",3.65766847526432e-08,0.925443203751224,0.682,0.401,0.00118226818125969,"9","EPS8L1"
"NPTN2",3.76063159734137e-08,0.947555699573566,0.977,0.939,0.00121554895120865,"9","NPTN"
"MGAM",3.89001172485665e-08,2.17101742663266,0.75,0.496,0.00125736848982542,"9","MGAM"
"FBLN12",4.05374599697537e-08,0.496383993245697,1,0.949,0.00131029231860235,"9","FBLN1"
"KIF12",4.4179717400956e-08,0.692631169100799,0.614,0.308,0.0014280210055511,"9","KIF12"
"DHCR243",4.5743962702153e-08,0.675808514027613,1,0.941,0.00147858210642169,"9","DHCR24"
"VTN2",4.68336588876893e-08,0.68656653047879,0.909,0.615,0.00151380435622678,"9","VTN"
"ENSCJAG000000061782",5.04245540832782e-08,0.568857137083921,1,0.913,0.0016298728616338,"9","ENSCJAG00000006178"
"RTN43",5.21965649237237e-08,0.844566593940746,1,0.941,0.00168714956802952,"9","RTN4"
"HSPA51",6.05343280900127e-08,0.529975529797496,1,0.996,0.00195665108685348,"9","HSPA5"
"SCPEP12",6.91643872800404e-08,0.904411743736281,1,0.956,0.00223560049005275,"9","SCPEP1"
"RCN12",6.97448567675034e-08,0.691811737745741,1,0.936,0.00225436300529601,"9","RCN1"
"FREM12",7.79879878070258e-08,0.52091201358831,0.773,0.449,0.0025208057298865,"9","FREM1"
"ACHE",7.87461910575299e-08,0.266643079813058,0.341,0.096,0.00254531313355254,"9","ACHE"
"GJA13",7.88574032497572e-08,0.869278644244567,1,0.976,0.0025489078452419,"9","GJA1"
"ATP7B",8.42182624830591e-08,0.654582868321179,0.864,0.707,0.00272218689823992,"9","ATP7B"
"NAB11",8.85959411970382e-08,0.784882299616676,0.864,0.549,0.00286368660731187,"9","NAB1"
"LAMA32",1.26882793166538e-07,1.29648017260404,0.841,0.562,0.00410123252352202,"9","LAMA3"
"MTTP1",1.27486259075172e-07,0.510279303041299,0.545,0.239,0.00412073835208678,"9","MTTP"
"STMN2",1.40650178516638e-07,0.738946384833984,0.568,0.263,0.00454623572019329,"9","STMN2"
"LRRN12",1.491313845939e-07,0.255964163232275,0.886,0.458,0.00482037374422865,"9","LRRN1"
"CHST31",1.56878212765047e-07,0.576862927959827,0.682,0.367,0.00507077447120462,"9","CHST3"
"CD1512",2.14210258796181e-07,0.59129814396685,0.932,0.853,0.00692391819506896,"9","CD151"
"ENSCJAG000000202161",2.28136680177837e-07,0.340686583529581,1,0.892,0.00737406191338823,"9","ENSCJAG00000020216"
"ENSCJAG000000050842",2.3848205295879e-07,0.272316724687712,0.955,0.748,0.00770845539778698,"9","ENSCJAG00000005084"
"NR6A11",2.50506454352145e-07,0.705317213954212,0.955,0.744,0.00809712012402439,"9","NR6A1"
"ITGA21",2.51428745479656e-07,0.792591829726293,0.773,0.535,0.00812693134013891,"9","ITGA2"
"ABCC6",2.66043078624271e-07,0.95320215442313,0.727,0.481,0.00859931043037231,"9","ABCC6"
"OPA3",2.77817180876464e-07,0.348067517640101,0.205,0.602,0.00897988473746995,"9","OPA3"
"SNX10",3.05739149731714e-07,0.474147764043127,0.682,0.349,0.00988240653677818,"9","SNX10"
"LTK",3.21830726113327e-07,0.951993692501386,0.636,0.388,0.0104025345601611,"9","LTK"
"ZIC31",3.26740323354333e-07,0.337198495109911,0.773,0.38,0.0105612274717821,"9","ZIC3"
"FLVCR2",3.75232693178314e-07,0.832802949264384,0.568,0.277,0.0121286463416026,"9","FLVCR2"
"CTSD2",4.63371483598281e-07,1.11584304056941,1,0.971,0.0149775564643473,"9","CTSD"
"ENSCJAG000000081391",5.45368227686027e-07,0.399999040136719,0.955,0.899,0.0176279372234955,"9","ENSCJAG00000008139"
"GLIPR22",5.83951971533907e-07,0.866586282626693,0.977,0.88,0.0188750795758905,"9","GLIPR2"
"NFE2L31",5.88466646174174e-07,1.20307681389075,0.818,0.685,0.0190210074042878,"9","NFE2L3"
"ENSCJAG000000043932",6.5329640172913e-07,0.593127508444449,0.977,0.898,0.0211164995930907,"9","ENSCJAG00000004393"
"LTBP11",6.78700242152169e-07,0.738194199480481,0.841,0.584,0.0219376279270845,"9","LTBP1"
"ENSCJAG000000173522",6.92572628671707e-07,0.615302748825901,0.841,0.491,0.0223860250765556,"9","ENSCJAG00000017352"
"SLC7A51",6.94122784867047e-07,1.08596521727782,0.955,0.82,0.0224361307752575,"9","SLC7A5"
"ATP2B12",7.56688161879974e-07,0.86387109868879,1,0.941,0.0244584314564464,"9","ATP2B1"
"LYPD6B",8.00733431443035e-07,0.9725935161778,0.636,0.382,0.0258821067045332,"9","LYPD6B"
"RDX1",8.74700691684368e-07,0.528859900385518,1,0.991,0.0282729504573138,"9","RDX"
"IGSF3",9.20589506012932e-07,0.902188068313981,0.886,0.82,0.029756214602856,"9","IGSF3"
"OSBPL10",1.02173000072169e-06,0.559638659005094,0.886,0.616,0.0330253788133271,"9","OSBPL10"
"PLXNA21",1.2732231007935e-06,0.648286735768963,0.75,0.466,0.0411543902869484,"9","PLXNA2"
"LMO71",1.62097431366953e-06,0.593779683377948,0.864,0.617,0.0523947527407404,"9","LMO7"
"MAPK12",1.62282051263354e-06,0.43976871761756,0.75,0.41,0.0524544274298539,"9","MAPK12"
"GATA62",1.81782418764359e-06,0.731498435293819,0.932,0.852,0.0587575312172037,"9","GATA6"
"BCAR3",1.92771132621618e-06,0.271118956171426,0.727,0.388,0.0623094131972856,"9","BCAR3"
"GPX33",2.12791866805365e-06,0.398894710296203,1,0.943,0.0687807151074981,"9","GPX3"
"C2orf721",2.43136321108877e-06,0.476900091148667,0.705,0.389,0.0785889530720224,"9","C2orf72"
"ATRN1",2.45696454078233e-06,0.823375215692094,0.909,0.779,0.0794164648517072,"9","ATRN"
"NINJ2",2.46713667483766e-06,0.362601866744443,0.682,0.49,0.0797452587407778,"9","NINJ2"
"GABBR2",2.58584448335399e-06,0.6024543821603,0.523,0.277,0.0835822512354509,"9","GABBR2"
"GRAMD1B",3.09125632041584e-06,0.595144817329734,0.477,0.218,0.0999186780448013,"9","GRAMD1B"
"WWC2",3.20295973861006e-06,0.91155765461196,0.886,0.837,0.103529267631093,"9","WWC2"
"ENSCJAG000000218972",3.22955783785217e-06,0.464639362416308,0.977,0.97,0.104388997992896,"9","ENSCJAG00000021897"
"APOB",3.6984637632892e-06,1.08131910636067,0.659,0.395,0.119545444220797,"9","APOB"
"PLOD31",4.1410996968554e-06,0.711159866618317,0.886,0.728,0.133852765501457,"9","PLOD3"
"ADAM19",4.24882537946994e-06,0.371743761313257,0.727,0.469,0.137334782740607,"9","ADAM19"
"ENSCJAG000000290711",4.58006705966004e-06,0.869131788964263,0.682,0.323,0.148041507569391,"9","ENSCJAG00000029071"
"ENSCJAG00000034223",4.81488302837559e-06,0.378543726390947,0.273,0.075,0.155631464126184,"9","ENSCJAG00000034223"
"LOXL4",4.85984816329864e-06,0.524415746155394,0.295,0.094,0.157084872182302,"9","LOXL4"
"PITX21",4.94023362839956e-06,0.821465802041055,0.841,0.536,0.159683171570759,"9","PITX2"
"CLMP3",5.00113061622918e-06,0.390821930724908,0.886,0.627,0.161651544908376,"9","CLMP"
"GRN1",5.13016414845727e-06,0.75358432990209,0.977,0.963,0.165822295770584,"9","GRN"
"OTX2",5.55249844499841e-06,0.772293870430128,0.614,0.388,0.179473407237684,"9","OTX2"
"AQP111",5.69082233681912e-06,0.434454677834735,0.614,0.323,0.183944450393004,"9","AQP11"
"PROS11",5.74253811947696e-06,0.68824259144146,0.818,0.646,0.185616059635854,"9","PROS1"
"RGS14",5.81591289677081e-06,0.448770647708727,0.727,0.411,0.187987752562323,"9","RGS14"
"AXL1",6.31337588887405e-06,0.650166177670014,0.886,0.633,0.204067248856076,"9","AXL"
"SPINT22",6.33020891083612e-06,0.659630485369027,1,0.96,0.204611342624956,"9","SPINT2"
"IGF12",6.72851992162944e-06,0.574329561244554,0.682,0.388,0.217485949426828,"9","IGF1"
"LAMC2",7.3061706451996e-06,0.798478051854165,0.568,0.339,0.236157353764787,"9","LAMC2"
"CLSTN2",7.47198665651313e-06,0.398550435326806,0.455,0.183,0.241517024698474,"9","CLSTN2"
"PYY2",7.63682137195679e-06,0.384212819544343,0.795,0.512,0.246844977205759,"9","PYY"
"SCARB2",7.65585301912436e-06,1.17574536751927,0.909,0.854,0.247460137137157,"9","SCARB2"
"BMP6",7.82790676040643e-06,0.797853187822793,0.455,0.197,0.253021430216617,"9","BMP6"
"HSPG22",7.92421602431745e-06,0.740771364028929,0.977,0.899,0.256134434554013,"9","HSPG2"
"RBP4",8.50411821224331e-06,0.597623682994981,0.477,0.216,0.274878612974341,"9","RBP4"
"LTBP21",8.91836809604014e-06,0.691893501848999,0.523,0.243,0.288268411968305,"9","LTBP2"
"SSBP31",8.95326501969678e-06,0.523355109584745,0.886,0.893,0.289396385231659,"9","SSBP3"
"CHRD",9.23224854556856e-06,0.512887139044624,0.455,0.209,0.298413969738412,"9","CHRD"
"VWA1",9.51152994117081e-06,0.503182887267676,0.477,0.216,0.307441182288464,"9","VWA1"
"SLC39A141",1.05437143605706e-05,0.559246976352695,0.886,0.697,0.340804479276723,"9","SLC39A14"
"SFRP12",1.19069006844751e-05,0.591999633484192,0.909,0.555,0.384866750824287,"9","SFRP1"
"NOX4",1.21134149292326e-05,0.280139213564842,0.523,0.246,0.391541910757585,"9","NOX4"
"ECM1",1.21439338975612e-05,0.57558862505091,0.614,0.364,0.39252837537087,"9","ECM1"
"CD632",1.31164419137963e-05,0.545010388389229,0.977,0.971,0.423962751979639,"9","CD63"
"ENSCJAG000000318601",1.3162069286717e-05,0.27914817636659,0.75,0.562,0.425437565554555,"9","ENSCJAG00000031860"
"MLXIPL",1.35168378945551e-05,0.594326571511536,0.455,0.212,0.436904751265703,"9","MLXIPL"
"TIMP22",1.37944378893272e-05,0.476600113623199,0.932,0.771,0.445877615896723,"9","TIMP2"
"CFTR",1.42127560932492e-05,0.250453622504868,0.455,0.182,0.459398915202093,"9","CFTR"
"ERBIN1",1.46233745331899e-05,0.549917840016462,0.909,0.837,0.472671335036297,"9","ERBIN"
"ITGB13",1.52203263742904e-05,0.647924532454974,1,0.988,0.49196660939619,"9","ITGB1"
"QPRT",1.57114254669905e-05,0.463788322304669,0.682,0.423,0.507840405369535,"9","QPRT"
"SOX41",1.81435448168601e-05,0.837361028003068,0.818,0.707,0.586453799115371,"9","SOX4"
"ENSCJAG000000127411",1.86620383213833e-05,0.399485667302774,0.955,0.877,0.603213064662073,"9","ENSCJAG00000012741"
"EED",1.89453143965388e-05,0.430954131296188,0.5,0.784,0.612369397239323,"9","EED"
"CARD101",1.99608491186008e-05,0.296547460866554,0.682,0.344,0.645194526060533,"9","CARD10"
"TCEAL91",2.0116812023428e-05,0.346617920269808,0.909,0.751,0.650235715033262,"9","TCEAL9"
"B4GALNT3",2.03703051776266e-05,0.959606669659138,0.727,0.592,0.658429374256423,"9","B4GALNT3"
"APLNR2",2.04416143827948e-05,0.360166923154251,0.841,0.498,0.660734301695078,"9","APLNR"
"IGDCC32",2.04590078081498e-05,0.421985154633361,0.773,0.658,0.661296509382825,"9","IGDCC3"
"GALNT121",2.1072809599152e-05,0.831332908008965,0.773,0.628,0.681136424673389,"9","GALNT12"
"ENSCJAG00000014271",2.16597833780973e-05,0.467894746459857,0.659,0.35,0.70010917813024,"9","ENSCJAG00000014271"
"AMMECR11",2.18660983918185e-05,0.700602578568317,0.818,0.702,0.70677789831875,"9","AMMECR1"
"ACVR1B",2.23704242409948e-05,0.840104752538277,0.818,0.678,0.723079222741674,"9","ACVR1B"
