,V1,V2,V3,V4
ERR2851874Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C3,Pre,Hyp_CS3,1
ERR2851875Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C4,Pre,Epi_CS3,1
ERR2851876Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C5,Pre,Hyp_CS3,1
ERR2851877Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C6,Pre,Epi_CS3,1
ERR2851878Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C7,Pre,Hyp_CS3,1
ERR2851879Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C8,Pre,Hyp_CS3,1
ERR2851880Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C9,Pre,Hyp_CS3,1
ERR2851881Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C10,Pre,Hyp_CS3,1
ERR2851882Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C11,Pre,Epi_CS3,1
ERR2851883Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C12,Pre,Epi_CS3,1
ERR2851884Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C13,Pre,Epi_CS3,1
ERR2851885Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C14,Pre,Epi_CS3,1
ERR2851886Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C15,Pre,Hyp_CS3,1
ERR2851887Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C16,Pre,Epi_CS3,1
ERR2851888Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C17,Pre,Hyp_CS3,1
ERR2851889Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C18,Pre,Hyp_CS3,1
ERR2851890Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C19,Pre,Hyp_CS3,1
ERR2851891Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C20,Pre,Hyp_CS3,1
ERR2851892Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C21,Pre,Epi_CS3,1
ERR2851893Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C22,Pre,Hyp_CS3,1
ERR2851894Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C23,Pre,Epi_CS3,1
ERR2851895Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C24,Pre,Hyp_CS3,1
ERR2851896Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C25,Pre,Epi_CS3,1
ERR2851897Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C26,Pre,Hyp_CS3,1
ERR2851898Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C27,Pre,Epi_CS3,1
ERR2851899Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C28,Pre,Epi_CS3,1
ERR2851900Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C29,Pre,Hyp_CS3,1
ERR2851901Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C30,Pre,Epi_CS3,1
ERR2851902Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C31,Pre,Hyp_CS3,1
ERR2851903Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C32,Pre,Epi_CS3,1
ERR2851904Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C33,Pre,Epi_CS3,1
ERR2851905Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C34,Pre,Epi_CS3,1
ERR2851906Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C35,Pre,Epi_CS3,1
ERR2851907Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C36,Pre,Hyp_CS3,1
ERR2851908Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C37,Pre,Epi_CS3,1
ERR2851909Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C38,Pre,Hyp_CS3,1
ERR2851910Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C39,Pre,Epi_CS3,1
ERR2851911Aligned.sortedByCoord.out.bam,E-MTAB-7078:LateICM_4_C40,Pre,Epi_CS3,1
X3536STDY8289195Aligned.sortedByCoord.out.bam,190215LBlaA1,Pre,Tb_CS3,1
X3536STDY8289196Aligned.sortedByCoord.out.bam,190215LBlaA2,Pre,Tb_CS3,1
X3536STDY8289197Aligned.sortedByCoord.out.bam,190215LBlaA3,Pre,Tb_CS3,1
X3536STDY8289200Aligned.sortedByCoord.out.bam,190215LBlaA6,Pre,Tb_CS3,1
X3536STDY8289201Aligned.sortedByCoord.out.bam,190215LBlaA7,Pre,Tb_CS3,1
X3536STDY8289202Aligned.sortedByCoord.out.bam,190215LBlaA8,Pre,Tb_CS3,1
X3536STDY8289206Aligned.sortedByCoord.out.bam,190215LBlaB4,Pre,Tb_CS3,1
X3536STDY8289212Aligned.sortedByCoord.out.bam,190215LBlaC2,Pre,Tb_CS3,1
X3536STDY8289213Aligned.sortedByCoord.out.bam,190215LBlaC3,Pre,Tb_CS3,1
X3536STDY8289214Aligned.sortedByCoord.out.bam,190215LBlaC4,Pre,Tb_CS3,1
X3536STDY8289215Aligned.sortedByCoord.out.bam,190215LBlaC5,Pre,Tb_CS3,1
X3536STDY8289216Aligned.sortedByCoord.out.bam,190215LBlaC6,Pre,Tb_CS3,1
X3536STDY8289221Aligned.sortedByCoord.out.bam,190215LBlaD3,Pre,Tb_CS3,1
X3536STDY8289223Aligned.sortedByCoord.out.bam,190215LBlaD5,Pre,Tb_CS3,1
X3536STDY8289224Aligned.sortedByCoord.out.bam,190215LBlaD6,Pre,Tb_CS3,1
X3536STDY8289225Aligned.sortedByCoord.out.bam,190215LBlaD7,Pre,Tb_CS3,1
X3536STDY8289227Aligned.sortedByCoord.out.bam,190215LBlaE1,Pre,Tb_CS3,1
X3536STDY8289228Aligned.sortedByCoord.out.bam,190215LBlaE2,Pre,Tb_CS3,1
X3536STDY8289230Aligned.sortedByCoord.out.bam,190215LBlaE4,Pre,Tb_CS3,1
X3536STDY8289231Aligned.sortedByCoord.out.bam,190215LBlaE5,Pre,Tb_CS3,1
X3536STDY8289232Aligned.sortedByCoord.out.bam,190215LBlaE6,Pre,Tb_CS3,1
X3536STDY8289233Aligned.sortedByCoord.out.bam,190215LBlaE7,Pre,Tb_CS3,1
X3536STDY8289234Aligned.sortedByCoord.out.bam,190215LBlaE8,Pre,Tb_CS3,1
X3536STDY8289235Aligned.sortedByCoord.out.bam,190215LBlaF1,Pre,Tb_CS3,1
X3536STDY8289236Aligned.sortedByCoord.out.bam,190215LBlaF2,Pre,Tb_CS3,1
X3536STDY8289237Aligned.sortedByCoord.out.bam,190215LBlaF3,Pre,Tb_CS3,1
X3536STDY8289238Aligned.sortedByCoord.out.bam,190215LBlaF4,Pre,Tb_CS3,1
X3536STDY8289240Aligned.sortedByCoord.out.bam,190215LBlaF6,Pre,Tb_CS3,1
X3536STDY8289241Aligned.sortedByCoord.out.bam,190215LBlaF7,Pre,Tb_CS3,1
X3536STDY8289242Aligned.sortedByCoord.out.bam,190215LBlaF8,Pre,Tb_CS3,1
X3536STDY8289243Aligned.sortedByCoord.out.bam,190219LBlaA1,Pre,Tb_CS3,1
X3536STDY8289244Aligned.sortedByCoord.out.bam,190219LBlaA2,Pre,Hyp_CS3,1
X3536STDY8289245Aligned.sortedByCoord.out.bam,190219LBlaA3,Pre,Tb_CS3,1
X3536STDY8289246Aligned.sortedByCoord.out.bam,190219LBlaA4,Pre,Tb_CS3,1
X3536STDY8289247Aligned.sortedByCoord.out.bam,190219LBlaA5,Pre,Hyp_CS3,1
X3536STDY8289249Aligned.sortedByCoord.out.bam,190219LBlaA7,Pre,Tb_CS3,1
X3536STDY8289250Aligned.sortedByCoord.out.bam,190219LBlaA8,Pre,Tb_CS3,1
X3536STDY8289251Aligned.sortedByCoord.out.bam,190219LBlaB1,Pre,Tb_CS3,1
X3536STDY8289253Aligned.sortedByCoord.out.bam,190219LBlaB3,Pre,Tb_CS3,1
X3536STDY8289254Aligned.sortedByCoord.out.bam,190219LBlaB4,Pre,Tb_CS3,1
X3536STDY8289255Aligned.sortedByCoord.out.bam,190219LBlaB5,Pre,Hyp_CS3,1
X3536STDY8289256Aligned.sortedByCoord.out.bam,190219LBlaB6,Pre,Tb_CS3,1
X3536STDY8289257Aligned.sortedByCoord.out.bam,190219LBlaB7,Pre,Hyp_CS3,1
X3536STDY8289258Aligned.sortedByCoord.out.bam,190219LBlaB8,Pre,Tb_CS3,1
X3536STDY8289259Aligned.sortedByCoord.out.bam,190219LBlaC1,Pre,Tb_CS3,1
X3536STDY8289260Aligned.sortedByCoord.out.bam,190219LBlaC2,Pre,Tb_CS3,1
X3536STDY8289261Aligned.sortedByCoord.out.bam,190219LBlaC3,Pre,Tb_CS3,1
X3536STDY8289262Aligned.sortedByCoord.out.bam,190219LBlaC4,Pre,Tb_CS3,1
X3536STDY8289263Aligned.sortedByCoord.out.bam,190219LBlaC5,Pre,Tb_CS3,1
X3536STDY8289265Aligned.sortedByCoord.out.bam,190219LBlaC7,Pre,Tb_CS3,1
X3536STDY8289266Aligned.sortedByCoord.out.bam,190219LBlaC8,Pre,Tb_CS3,1
X3536STDY8289267Aligned.sortedByCoord.out.bam,190219LBlaD1,Pre,Tb_CS3,1
X3536STDY8289268Aligned.sortedByCoord.out.bam,190219LBlaD2,Pre,Tb_CS3,1
X3536STDY8289270Aligned.sortedByCoord.out.bam,190219LBlaD4,Pre,Tb_CS3,1
X3536STDY8289271Aligned.sortedByCoord.out.bam,190219LBlaD5,Pre,Tb_CS3,1
X3536STDY8289272Aligned.sortedByCoord.out.bam,190219LBlaD6,Pre,Epi_CS3,1
X3536STDY8289273Aligned.sortedByCoord.out.bam,190219LBlaD7,Pre,Epi_CS3,1
X3536STDY8289274Aligned.sortedByCoord.out.bam,190219LBlaD8,Pre,Hyp_CS3,1
X3536STDY8289275Aligned.sortedByCoord.out.bam,190219LBlaE1,Pre,Epi_CS3,1
X3536STDY8289276Aligned.sortedByCoord.out.bam,190219LBlaE2,Pre,Hyp_CS3,1
X3536STDY8289277Aligned.sortedByCoord.out.bam,190219LBlaE3,Pre,Epi_CS3,1
X3536STDY8289278Aligned.sortedByCoord.out.bam,190219LBlaE4,Pre,Hyp_CS3,1
X3536STDY8289279Aligned.sortedByCoord.out.bam,190219LBlaE5,Pre,Epi_CS3,1
X3536STDY8289280Aligned.sortedByCoord.out.bam,190219LBlaE6,Pre,Epi_CS3,1
X3536STDY8289281Aligned.sortedByCoord.out.bam,190219LBlaE7,Pre,Tb_CS3,1
X3536STDY8289282Aligned.sortedByCoord.out.bam,190219LBlaE8,Pre,Tb_CS3,1
X3536STDY8289283Aligned.sortedByCoord.out.bam,190219LBlaF1,Pre,Tb_CS3,1
X3536STDY8289284Aligned.sortedByCoord.out.bam,190219LBlaF2,Pre,Tb_CS3,1
X3536STDY8289285Aligned.sortedByCoord.out.bam,190219LBlaF3,Pre,Tb_CS3,1
X3536STDY8289286Aligned.sortedByCoord.out.bam,190219LBlaF4,Pre,Tb_CS3,1
X3536STDY8289287Aligned.sortedByCoord.out.bam,190219LBlaF5,Pre,Tb_CS3,1
X3536STDY8289288Aligned.sortedByCoord.out.bam,190219LBlaF6,Pre,Tb_CS3,1
X3536STDY8289289Aligned.sortedByCoord.out.bam,190219LBlaF7,Pre,Tb_CS3,1
X3536STDY8612476Aligned.sortedByCoord.out.bam,E15C2_243_M,CS6,Tb_CS6_ExMes,1
X3536STDY8612477Aligned.sortedByCoord.out.bam,E15C2_243_Y,CS6,EmDisc_CS6,1
X3536STDY8612478Aligned.sortedByCoord.out.bam,E15C2_243_AK,CS6,ExMes_CS6,1
X3536STDY8612479Aligned.sortedByCoord.out.bam,E15C2_255_A,CS6,Tb_CS6,1
X3536STDY8612480Aligned.sortedByCoord.out.bam,E15C2_255_M,CS6,Am_CS6,1
X3536STDY8612481Aligned.sortedByCoord.out.bam,E15C2_255_Y,CS6,ExMes_CS6,1
X3536STDY8612482Aligned.sortedByCoord.out.bam,E15C2_255_AK,CS6,ExMes_CS6,1
X3536STDY8612484Aligned.sortedByCoord.out.bam,E15C2_243_N,CS6,Am_CS6,1
X3536STDY8612485Aligned.sortedByCoord.out.bam,E15C2_243_Z,CS6,EmDisc_CS6,1
X3536STDY8612487Aligned.sortedByCoord.out.bam,E15C2_255_B,CS6,Tb_CS6,1
X3536STDY8612489Aligned.sortedByCoord.out.bam,E15C2_255_Z,CS6,Am_CS6,1
X3536STDY8612490Aligned.sortedByCoord.out.bam,E15C2_255_AL,CS6,ExMes_CS6,1
X3536STDY8612491Aligned.sortedByCoord.out.bam,E15C2_243_C,CS6,Am_CS6,1
X3536STDY8612492Aligned.sortedByCoord.out.bam,E15C2_243_O,CS6,PGC_CS6,1
X3536STDY8612493Aligned.sortedByCoord.out.bam,E15C2_243_AA,CS6,EmDisc_CS6,1
X3536STDY8612494Aligned.sortedByCoord.out.bam,E15C2_243_AM,CS6,SYS_CS6,1
X3536STDY8612495Aligned.sortedByCoord.out.bam,E15C2_255_C,CS6,Am_CS6_PGC,1
X3536STDY8612497Aligned.sortedByCoord.out.bam,E15C2_255_AA,CS6,VE_CS6,1
X3536STDY8612498Aligned.sortedByCoord.out.bam,E15C2_255_AM,CS6,ExMes_CS6,1
X3536STDY8612499Aligned.sortedByCoord.out.bam,E15C2_243_D,CS6,Am_CS6,1
X3536STDY8612500Aligned.sortedByCoord.out.bam,E15C2_243_P,CS6,PGC_CS6,1
X3536STDY8612501Aligned.sortedByCoord.out.bam,E15C2_243_AB,CS6,EmDisc_CS6,1
X3536STDY8612502Aligned.sortedByCoord.out.bam,E15C2_243_AN,CS6,SYS_CS6,1
X3536STDY8612503Aligned.sortedByCoord.out.bam,E15C2_255_D,CS6,Am_CS6,1
X3536STDY8612504Aligned.sortedByCoord.out.bam,E15C2_255_P,CS6,Tb_CS6,1
X3536STDY8612506Aligned.sortedByCoord.out.bam,E15C2_255_AN,CS6,SYS_CS6,1
X3536STDY8612507Aligned.sortedByCoord.out.bam,E15C2_243_E,CS6,Am_CS6,1
X3536STDY8612508Aligned.sortedByCoord.out.bam,E15C2_243_Q,CS6,PGC_CS6,1
X3536STDY8612509Aligned.sortedByCoord.out.bam,E15C2_243_AC,CS6,VE_CS6,1
X3536STDY8612510Aligned.sortedByCoord.out.bam,E15C2_243_AO,CS6,SYS_CS6,1
X3536STDY8612511Aligned.sortedByCoord.out.bam,E15C2_255_E,CS6,Am_CS6,1
X3536STDY8612512Aligned.sortedByCoord.out.bam,E15C2_255_Q,CS6,Tb_CS6,1
X3536STDY8612514Aligned.sortedByCoord.out.bam,E15C2_255_AO,CS6,SYS_CS6,1
X3536STDY8612515Aligned.sortedByCoord.out.bam,E15C2_243_F,CS6,Am_CS6,1
X3536STDY8612516Aligned.sortedByCoord.out.bam,E15C2_243_R,CS6,EmDisc_CS6,1
X3536STDY8612517Aligned.sortedByCoord.out.bam,E15C2_243_AD,CS6,VE_CS6,1
X3536STDY8612519Aligned.sortedByCoord.out.bam,E15C2_255_F,CS6,Am_CS6,1
X3536STDY8612520Aligned.sortedByCoord.out.bam,E15C2_255_R,CS6,EmDisc_CS6,1
X3536STDY8612522Aligned.sortedByCoord.out.bam,E15C2_255_AP,CS6,SYS_CS6,1
X3536STDY8612523Aligned.sortedByCoord.out.bam,E15C2_243_G,CS6,ExMes_CS6_Am,1
X3536STDY8612524Aligned.sortedByCoord.out.bam,E15C2_243_S,CS6,EmDisc_CS6,1
X3536STDY8612525Aligned.sortedByCoord.out.bam,E15C2_243_AE,CS6,VE_CS6,1
X3536STDY8612527Aligned.sortedByCoord.out.bam,E15C2_255_G,CS6,Am_CS6_EmDisc,1
X3536STDY8612528Aligned.sortedByCoord.out.bam,E15C2_255_S,CS6,EmDisc_CS6,1
X3536STDY8612529Aligned.sortedByCoord.out.bam,E15C2_255_AE,CS6,VE_CS6,1
X3536STDY8612530Aligned.sortedByCoord.out.bam,E15C2_255_AQ,CS6,EmDisc_CS6,1
X3536STDY8612531Aligned.sortedByCoord.out.bam,E15C2_243_H,CS6,Am_CS6,1
X3536STDY8612532Aligned.sortedByCoord.out.bam,E15C2_243_T,CS6,EmDisc_CS6,1
X3536STDY8612533Aligned.sortedByCoord.out.bam,E15C2_243_AF,CS6,VE_CS6,1
X3536STDY8612534Aligned.sortedByCoord.out.bam,E15C2_243_AR,CS6,EmDisc_CS6,1
X3536STDY8612536Aligned.sortedByCoord.out.bam,E15C2_255_T,CS6,EmDisc_CS6,1
X3536STDY8612537Aligned.sortedByCoord.out.bam,E15C2_255_AF,CS6,VE_CS6,1
X3536STDY8612538Aligned.sortedByCoord.out.bam,E15C2_255_AR,CS6,ExMes_CS6_Tb,1
X3536STDY8612539Aligned.sortedByCoord.out.bam,E15C2_243_I,CS6,Am_CS6,1
X3536STDY8612540Aligned.sortedByCoord.out.bam,E15C2_243_U,CS6,EmDisc_CS6,1
X3536STDY8612541Aligned.sortedByCoord.out.bam,E15C2_243_AG,CS6,VE_CS6,1
X3536STDY8612542Aligned.sortedByCoord.out.bam,E15C2_243_AS,CS6,EmDisc_CS6,1
X3536STDY8612543Aligned.sortedByCoord.out.bam,E15C2_255_I,CS6,EmDisc_CS6_Am,1
X3536STDY8612544Aligned.sortedByCoord.out.bam,E15C2_255_U,CS6,EmDisc_CS6,1
X3536STDY8612545Aligned.sortedByCoord.out.bam,E15C2_255_AG,CS6,ExMes_CS6_EmDisc,1
X3536STDY8612546Aligned.sortedByCoord.out.bam,E15C2_255_AS,CS6,Tb_CS6_ExMes,1
X3536STDY8612548Aligned.sortedByCoord.out.bam,E15C2_243_V,CS6,EmDisc_CS6,1
X3536STDY8612549Aligned.sortedByCoord.out.bam,E15C2_243_AH,CS6,VE_CS6,1
X3536STDY8612550Aligned.sortedByCoord.out.bam,E15C2_243_AT,CS6,SYS_CS6,1
X3536STDY8612551Aligned.sortedByCoord.out.bam,E15C2_255_J,CS6,Am_CS6,1
X3536STDY8612552Aligned.sortedByCoord.out.bam,E15C2_255_V,CS6,EmDisc_CS6,1
X3536STDY8612553Aligned.sortedByCoord.out.bam,E15C2_255_AH,CS6,SYS_CS6,1
X3536STDY8612554Aligned.sortedByCoord.out.bam,E15C2_255_AT,CS6,Tb_CS6_ExMes,1
X3536STDY8612555Aligned.sortedByCoord.out.bam,E15C2_243_K,CS6,Am_CS6,1
X3536STDY8612556Aligned.sortedByCoord.out.bam,E15C2_243_W,CS6,EmDisc_CS6,1
X3536STDY8612557Aligned.sortedByCoord.out.bam,E15C2_243_AI,CS6,VE_CS6,1
X3536STDY8612558Aligned.sortedByCoord.out.bam,E15C2_243_AU,CS6,ExMes_CS6,1
X3536STDY8612559Aligned.sortedByCoord.out.bam,E15C2_255_L,CS6,ExMes_CS6_Am,1
X3536STDY8612560Aligned.sortedByCoord.out.bam,E15C2_255_W,CS6,EmDisc_CS6,1
X3536STDY8612561Aligned.sortedByCoord.out.bam,E15C2_255_AI,CS6,ExMes_CS6,1
X3536STDY8612563Aligned.sortedByCoord.out.bam,E15C2_243_L,CS6,Am_CS6,1
X3536STDY8612564Aligned.sortedByCoord.out.bam,E15C2_243_X,CS6,EmDisc_CS6,1
X3536STDY8612565Aligned.sortedByCoord.out.bam,E15C2_243_AJ,CS6,VE_CS6,1
X3536STDY8612566Aligned.sortedByCoord.out.bam,E15C2_243_AV,CS6,Tb_CS6_ExMes,1
X3536STDY8612568Aligned.sortedByCoord.out.bam,E15C2_255_X,CS6,EmDisc_CS6,1
X3536STDY8612569Aligned.sortedByCoord.out.bam,E15C2_255_AJ,CS6,ExMes_CS6,1
X3536STDY8612570Aligned.sortedByCoord.out.bam,E15C2_255_AV,CS6,ExMes_CS6_Tb,1
X3536STDY8652378Aligned.sortedByCoord.out.bam,E15C2_229_A,CS6,ExMes_CS6,1
X3536STDY8652379Aligned.sortedByCoord.out.bam,E15C2_229_M,CS6,ExMes_CS6,1
X3536STDY8652381Aligned.sortedByCoord.out.bam,E15C2_234_O,CS6,EmDisc_gast_CS6,1
X3536STDY8652382Aligned.sortedByCoord.out.bam,E15C2_234_AA,CS6,ExMes_CS6,1
X3536STDY8652383Aligned.sortedByCoord.out.bam,E15C2_234_AM,CS6,ExMes_CS6,1
X3536STDY8652384Aligned.sortedByCoord.out.bam,E15C2_246_C,CS6,Tb_CS6,1
X3536STDY8652385Aligned.sortedByCoord.out.bam,E15C2_246_O,CS6,EmDisc_CS6,1
X3536STDY8652387Aligned.sortedByCoord.out.bam,E15C2_229_N,CS6,ExMes_CS6,1
X3536STDY8652388Aligned.sortedByCoord.out.bam,E15C2_234_D,CS6,Am_CS6,1
X3536STDY8652389Aligned.sortedByCoord.out.bam,E15C2_234_P,CS6,EmDisc_gast_CS6,1
X3536STDY8652390Aligned.sortedByCoord.out.bam,E15C2_234_AB,CS6,ExMes_CS6,1
X3536STDY8652391Aligned.sortedByCoord.out.bam,E15C2_234_AN,CS6,ExMes_CS6,1
X3536STDY8652392Aligned.sortedByCoord.out.bam,E15C2_246_D,CS6,ExMes_CS6_Am,1
X3536STDY8652393Aligned.sortedByCoord.out.bam,E15C2_246_P,CS6,F_CS6,1
X3536STDY8652394Aligned.sortedByCoord.out.bam,E15C2_229_C,CS6,ExMes_CS6,1
X3536STDY8652396Aligned.sortedByCoord.out.bam,E15C2_234_E,CS6,Am_CS6,1
X3536STDY8652397Aligned.sortedByCoord.out.bam,E15C2_234_Q,CS6,ExMes_CS6,1
X3536STDY8652399Aligned.sortedByCoord.out.bam,E15C2_234_AO,CS6,ExMes_CS6,1
X3536STDY8652400Aligned.sortedByCoord.out.bam,E15C2_246_E,CS6,Am_CS6_ExMes,1
X3536STDY8652401Aligned.sortedByCoord.out.bam,E15C2_246_Q,CS6,SYS_CS6,1
X3536STDY8652402Aligned.sortedByCoord.out.bam,E15C2_229_D,CS6,ExMes_CS6,1
X3536STDY8652404Aligned.sortedByCoord.out.bam,E15C2_234_F,CS6,ExMes_CS6,1
X3536STDY8652405Aligned.sortedByCoord.out.bam,E15C2_234_R,CS6,ExMes_CS6,1
X3536STDY8652406Aligned.sortedByCoord.out.bam,E15C2_234_AD,CS6,ExMes_CS6,1
X3536STDY8652407Aligned.sortedByCoord.out.bam,E15C2_234_AP,CS6,Tb_CS6,1
X3536STDY8652408Aligned.sortedByCoord.out.bam,E15C2_246_F,CS6,Am_CS6,1
X3536STDY8652409Aligned.sortedByCoord.out.bam,E15C2_246_R,CS6,ExMes_CS6_SYS,1
X3536STDY8652410Aligned.sortedByCoord.out.bam,E15C2_229_E,CS6,ExMes_CS6,1
X3536STDY8652411Aligned.sortedByCoord.out.bam,E15C2_229_Q,CS6,ExMes_CS6_Tb,1
X3536STDY8652412Aligned.sortedByCoord.out.bam,E15C2_234_G,CS6,Am_CS6_ExMes,1
X3536STDY8652413Aligned.sortedByCoord.out.bam,E15C2_234_S,CS6,ExMes_CS6,1
X3536STDY8652414Aligned.sortedByCoord.out.bam,E15C2_234_AE,CS6,EmDisc_stalk_CS6,1
X3536STDY8652415Aligned.sortedByCoord.out.bam,E15C2_234_AQ,CS6,Tb_CS6_ExMes,1
X3536STDY8652416Aligned.sortedByCoord.out.bam,E15C2_246_G,CS6,Am_CS6,1
X3536STDY8652417Aligned.sortedByCoord.out.bam,E15C2_246_S,CS6,ExMes_CS6,1
X3536STDY8652418Aligned.sortedByCoord.out.bam,E15C2_229_F,CS6,ExMes_CS6,1
X3536STDY8652420Aligned.sortedByCoord.out.bam,E15C2_234_H,CS6,Am_CS6,1
X3536STDY8652421Aligned.sortedByCoord.out.bam,E15C2_234_T,CS6,ExMes_CS6,1
X3536STDY8652422Aligned.sortedByCoord.out.bam,E15C2_234_AF,CS6,EmDisc_stalk_CS6,1
X3536STDY8652424Aligned.sortedByCoord.out.bam,E15C2_246_H,CS6,ExMes_CS6_Am,1
X3536STDY8652425Aligned.sortedByCoord.out.bam,E15C2_246_T,CS6,SYS_CS6,1
X3536STDY8652426Aligned.sortedByCoord.out.bam,E15C2_229_G,CS6,F_CS6,1
X3536STDY8652427Aligned.sortedByCoord.out.bam,E15C2_229_S,CS6,ExMes_CS6_Tb,1
X3536STDY8652428Aligned.sortedByCoord.out.bam,E15C2_234_I,CS6,ExMes_CS6_Tb,1
X3536STDY8652429Aligned.sortedByCoord.out.bam,E15C2_234_U,CS6,ExMes_CS6,1
X3536STDY8652431Aligned.sortedByCoord.out.bam,E15C2_234_AS,CS6,Tb_CS6,1
X3536STDY8652432Aligned.sortedByCoord.out.bam,E15C2_246_I,CS6,Am_CS6,1
X3536STDY8652433Aligned.sortedByCoord.out.bam,E15C2_246_U,CS6,SYS_CS6,1
X3536STDY8652434Aligned.sortedByCoord.out.bam,E15C2_229_H,CS6,ExMes_CS6,1
X3536STDY8652436Aligned.sortedByCoord.out.bam,E15C2_234_J,CS6,ExMes_CS6,1
X3536STDY8652437Aligned.sortedByCoord.out.bam,E15C2_234_V,CS6,ExMes_CS6,1
X3536STDY8652438Aligned.sortedByCoord.out.bam,E15C2_234_AH,CS6,ExMes_CS6,1
X3536STDY8652439Aligned.sortedByCoord.out.bam,E15C2_234_AT,CS6,Tb_CS6,1
X3536STDY8652440Aligned.sortedByCoord.out.bam,E15C2_246_J,CS6,Am_CS6,1
X3536STDY8652441Aligned.sortedByCoord.out.bam,E15C2_246_V,CS6,SYS_CS6,1
X3536STDY8652442Aligned.sortedByCoord.out.bam,E15C2_229_I,CS6,ExMes_CS6,1
X3536STDY8652444Aligned.sortedByCoord.out.bam,E15C2_234_K,CS6,ExMes_CS6,1
X3536STDY8652445Aligned.sortedByCoord.out.bam,E15C2_234_W,CS6,ExMes_CS6,1
X3536STDY8652446Aligned.sortedByCoord.out.bam,E15C2_234_AI,CS6,EmDisc_stalk_CS6,1
X3536STDY8652447Aligned.sortedByCoord.out.bam,E15C2_234_AU,CS6,Tb_CS6_ExMes,1
X3536STDY8652448Aligned.sortedByCoord.out.bam,E15C2_246_K,CS6,Am_CS6,1
X3536STDY8652449Aligned.sortedByCoord.out.bam,E15C2_246_W,CS6,VE_CS6,1
X3536STDY8652452Aligned.sortedByCoord.out.bam,E15C2_234_L,CS6,ExMes_CS6,1
X3536STDY8652453Aligned.sortedByCoord.out.bam,E15C2_234_X,CS6,ExMes_CS6,1
X3536STDY8652454Aligned.sortedByCoord.out.bam,E15C2_234_AJ,CS6,Tb_CS6_ExMes,1
X3536STDY8652455Aligned.sortedByCoord.out.bam,E15C2_234_AV,CS6,Tb_CS6,1
X3536STDY8652456Aligned.sortedByCoord.out.bam,E15C2_246_L,CS6,ExMes_CS6_Am,1
X3536STDY8652457Aligned.sortedByCoord.out.bam,E15C2_246_X,CS6,ExMes_CS6,1
X3536STDY8652458Aligned.sortedByCoord.out.bam,E15C2_229_K,CS6,ExMes_CS6,1
X3536STDY8652459Aligned.sortedByCoord.out.bam,E15C2_234_A,CS6,Gland_CS6,1
X3536STDY8652460Aligned.sortedByCoord.out.bam,E15C2_234_M,CS6,Am_CS6,1
X3536STDY8652461Aligned.sortedByCoord.out.bam,E15C2_234_Y,CS6,ExMes_CS6,1
X3536STDY8652463Aligned.sortedByCoord.out.bam,E15C2_246_A,CS6,F_CS6,1
X3536STDY8652464Aligned.sortedByCoord.out.bam,E15C2_246_M,CS6,Am_CS6_ExMes,1
X3536STDY8652465Aligned.sortedByCoord.out.bam,E15C2_246_Y,CS6,ExMes_CS6,1
