Filename,SRR,ID,Day,Type,Type2,Type3,Type4,Type5,Order
SRR10039535Aligned.sortedByCoord.out.bam,SRR10039535,D6N1S39,D6,PrE,PrE_D6,HYP_CS3,HYP_CS3,Hyp_CS3,515
SRR10039534Aligned.sortedByCoord.out.bam,SRR10039534,D6N1S3,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,516
SRR10039533Aligned.sortedByCoord.out.bam,SRR10039533,D6N1S35,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,517
SRR10039532Aligned.sortedByCoord.out.bam,SRR10039532,D6N1S34,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,518
SRR10039531Aligned.sortedByCoord.out.bam,SRR10039531,D6N1S33,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,519
SRR10039530Aligned.sortedByCoord.out.bam,SRR10039530,D6N1S19,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,520
SRR10039529Aligned.sortedByCoord.out.bam,SRR10039529,D6N1S1,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,521
SRR10039528Aligned.sortedByCoord.out.bam,SRR10039528,D6N1S15,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,522
SRR10039527Aligned.sortedByCoord.out.bam,SRR10039527,D6N1B6,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,523
SRR10039526Aligned.sortedByCoord.out.bam,SRR10039526,D6N1B23,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,524
SRR10039525Aligned.sortedByCoord.out.bam,SRR10039525,D6A5B4,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,525
SRR10039524Aligned.sortedByCoord.out.bam,SRR10039524,D6A5B3,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,526
SRR10039523Aligned.sortedByCoord.out.bam,SRR10039523,D6A5S8,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,527
SRR10039522Aligned.sortedByCoord.out.bam,SRR10039522,D6A5S7,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,528
SRR10039521Aligned.sortedByCoord.out.bam,SRR10039521,D6A5S1,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,529
SRR10039520Aligned.sortedByCoord.out.bam,SRR10039520,D6A4B4,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,530
SRR10039519Aligned.sortedByCoord.out.bam,SRR10039519,D6A4B3,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,531
SRR10039517Aligned.sortedByCoord.out.bam,SRR10039517,D6A4S6,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,532
SRR10039516Aligned.sortedByCoord.out.bam,SRR10039516,D6A4S5,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,533
SRR10039515Aligned.sortedByCoord.out.bam,SRR10039515,D6A4S4,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,534
SRR10039514Aligned.sortedByCoord.out.bam,SRR10039514,D6A3B2,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,535
SRR10039513Aligned.sortedByCoord.out.bam,SRR10039513,D6A3B1,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,536
SRR10039512Aligned.sortedByCoord.out.bam,SRR10039512,D6A3S5,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,537
SRR10039511Aligned.sortedByCoord.out.bam,SRR10039511,D6A3S4,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,538
SRR10039510Aligned.sortedByCoord.out.bam,SRR10039510,D6A3S3,D6,PrE,PrE_D6,HYP_CS3,HYP_CS3,Hyp_CS3,539
SRR10039509Aligned.sortedByCoord.out.bam,SRR10039509,D6A3S1,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,540
SRR10039508Aligned.sortedByCoord.out.bam,SRR10039508,D6A2B4,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,541
SRR10039506Aligned.sortedByCoord.out.bam,SRR10039506,D6A2B1,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,542
SRR10039505Aligned.sortedByCoord.out.bam,SRR10039505,D6A2S8,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,543
SRR10039504Aligned.sortedByCoord.out.bam,SRR10039504,D6A2S7,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,544
SRR10039503Aligned.sortedByCoord.out.bam,SRR10039503,D6A2S6,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,545
SRR10039501Aligned.sortedByCoord.out.bam,SRR10039501,D6A1B1,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,546
SRR10039498Aligned.sortedByCoord.out.bam,SRR10039498,D6A1S2,D6,EPI,EPI_D6,EPI_CS3,EPI_CS3,Epi_CS3,547
SRR10039497Aligned.sortedByCoord.out.bam,SRR10039497,D6A1S1,D6,ICM,ICM_D6,ICM_CS3,ICM_CS3,ICM_CS3,548
