File,ID,CompID,CompID,Location,uLoc,EmbryoStage,EmbryoID,Carnegie Stage,Annotation,Annotation2,Annotation3,Order,Unique_Reads,%Mapped,%Mapped_to_annotation_base,%Mapped_to_annotation_5kbextended,%Mapped_to_annotation_1kbextended,QC,NoGenes,FinalAverage,All,vsCyno,Table,PreImp,vsCynoMin,PostImp,AllPImp,ForMapping,MapES,SpatialModelPlus,vsCynoClara,SpatialModelPlus2
SLX-16564.i712_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i712_i505.HWCLLBBXX.s_8.r,SLX.16564.i712_i505.HWCLLBBXX.s_8.r,SLX.16564.i712_i505.HWCLLBBXX.s_8.r,E25A_180_R,Gland_CS7_E25A_180_R,E25,E25A,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,1321,2854041,0.8712,0.480596468,0.531305787,0.502112353,1,13925,1,1,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i712_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i712_i510.HWCLLBBXX.s_8.r,SLX.16564.i712_i510.HWCLLBBXX.s_8.r,SLX.16564.i712_i510.HWCLLBBXX.s_8.r,E25A_190_F,Am_CS7_E25A_190_F,E25,E25A,CS7,NL_CS7_,Am_CS7,NL_CS7_,1322,805094,0.4686,0.081001899,0.115102888,0.0887568,1,4529,1,0,0,0,0,0,0,1,1,0,0,1,1
SLX-16564.i711_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i711_i511.HWCLLBBXX.s_8.r,SLX.16564.i711_i511.HWCLLBBXX.s_8.r,SLX.16564.i711_i511.HWCLLBBXX.s_8.r,E25A_190_Q,ReGland_CS7_E25A_190_Q,E25,E25A,CS7,ReGland_CS7_,ReGland_CS7,ReGland_CS7,1323,2340751,0.8142,0.361734361,0.426986463,0.391269662,1,12760,1,1,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i711_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i711_i503.HWCLLBBXX.s_8.r,SLX.16564.i711_i503.HWCLLBBXX.s_8.r,SLX.16564.i711_i503.HWCLLBBXX.s_8.r,E25A_180_E,EmDisc_CS7_E25A_180_E,E25,E25A,CS7,EmDisc_CS7_,EmDisc_CS7,EmDisc_CS7,1324,3284274,0.7977,0.328634634,0.407755991,0.364899099,1,15652,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i711_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i711_i507.HWCLLBBXX.s_8.r,SLX.16564.i711_i507.HWCLLBBXX.s_8.r,SLX.16564.i711_i507.HWCLLBBXX.s_8.r,E25A_184_O,ReStroma_CS7_E25A_184_O,E25,E25A,CS7,ReStroma_CS7_,ReStroma_CS7,ReStroma_CS7,1325,3001484,0.7925,0.3058645,0.376952902,0.336751738,1,16069,1,0,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i711_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i711_i506.HWCLLBBXX.s_8.r,SLX.16564.i711_i506.HWCLLBBXX.s_8.r,SLX.16564.i711_i506.HWCLLBBXX.s_8.r,E25A_184_C,EmDisc_CS7_E25A_184_C,E25,E25A,CS7,EmDisc_CS7_,EmDisc_CS7,EmDisc_CS7,1326,2855064,0.762,0.371935119,0.452560748,0.409625248,1,14841,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i711_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i711_i508.HWCLLBBXX.s_8.r,SLX.16564.i711_i508.HWCLLBBXX.s_8.r,SLX.16564.i711_i508.HWCLLBBXX.s_8.r,E25A_184_AA,Am_CS7_E25A_184_AA,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,1328,708937,0.5392,0.361186395,0.420706772,0.388287418,1,6253,1,1,1,1,0,0,1,1,1,1,0,1,1
SLX-16564.i711_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i711_i505.HWCLLBBXX.s_8.r,SLX.16564.i711_i505.HWCLLBBXX.s_8.r,SLX.16564.i711_i505.HWCLLBBXX.s_8.r,E25A_180_Q,Gland_CS7_E25A_180_Q,E25,E25A,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,1329,3004012,0.8425,0.484082362,0.537774173,0.507186202,1,13333,1,1,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i711_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i711_i502.HWCLLBBXX.s_8.r,SLX.16564.i711_i502.HWCLLBBXX.s_8.r,SLX.16564.i711_i502.HWCLLBBXX.s_8.r,E25A_174_A,EmDisc_CS7_E25A_174_A,E25,E25A,CS7,EmDisc_CS7_,EmDisc_CS7,EmDisc_CS7,1330,2201566,0.8103,0.332148674,0.408438285,0.366796787,1,14166,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i710_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i710_i511.HWCLLBBXX.s_8.r,SLX.16564.i710_i511.HWCLLBBXX.s_8.r,SLX.16564.i710_i511.HWCLLBBXX.s_8.r,E25A_190_P,ReGland_CS7_E25A_190_P,E25,E25A,CS7,ReGland_CS7_,ReGland_CS7,ReGland_CS7,1331,2088275,0.8348,0.124032522,0.182850396,0.146113425,1,14871,1,1,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i710_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i710_i510.HWCLLBBXX.s_8.r,SLX.16564.i710_i510.HWCLLBBXX.s_8.r,SLX.16564.i710_i510.HWCLLBBXX.s_8.r,E25A_190_D,Am_CS7_E25A_190_D,E25,E25A,CS7,NL_CS7_,Am_CS7,NL_CS7_,1332,346300,0.3934,0.045939613,0.073523845,0.053434216,1,2786,1,0,0,0,0,0,0,1,1,0,0,1,1
SLX-16564.i710_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i710_i508.HWCLLBBXX.s_8.r,SLX.16564.i710_i508.HWCLLBBXX.s_8.r,SLX.16564.i710_i508.HWCLLBBXX.s_8.r,E25A_184_Z,Am_CS7_E25A_184_Z,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,1333,765113,0.5219,0.302235166,0.364978874,0.329890732,1,6479,1,1,1,1,0,0,1,1,1,1,0,1,1
SLX-16564.i710_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i710_i507.HWCLLBBXX.s_8.r,SLX.16564.i710_i507.HWCLLBBXX.s_8.r,SLX.16564.i710_i507.HWCLLBBXX.s_8.r,E25A_184_N,ReGland_CS7_E25A_184_N,E25,E25A,CS7,ReGland_CS7_,ReGland_CS7,ReGland_CS7,1334,2680896,0.7868,0.277111929,0.359856918,0.315770832,1,14767,1,1,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i710_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i710_i505.HWCLLBBXX.s_8.r,SLX.16564.i710_i505.HWCLLBBXX.s_8.r,SLX.16564.i710_i505.HWCLLBBXX.s_8.r,E25A_180_P,ExMes_CS7_E25A_180_P,E25,E25A,CS7,ExMes_CS7_,ExMes_CS7,ExMes_CS7,1335,2008308,0.8172,0.432610857,0.500933692,0.464989011,1,15094,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i710_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i710_i506.HWCLLBBXX.s_8.r,SLX.16564.i710_i506.HWCLLBBXX.s_8.r,SLX.16564.i710_i506.HWCLLBBXX.s_8.r,E25A_184_B,EmDisc_CS7_E25A_184_B,E25,E25A,CS7,EmDisc_CS7_,EmDisc_CS7,EmDisc_CS7,1336,2148010,0.8061,0.347080789,0.420092431,0.38016901,1,15966,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i707_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i707_i506.HWCLLBBXX.s_8.r,SLX.16564.i707_i506.HWCLLBBXX.s_8.r,SLX.16564.i707_i506.HWCLLBBXX.s_8.r,E25A_184_A,EmDisc_CS7_E25A_184_A,E25,E25A,CS7,EmDisc_CS7_,EmDisc_CS7,EmDisc_CS7,1337,4176969,0.8267,0.408492282,0.479166641,0.441824915,1,15956,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i707_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i707_i505.HWCLLBBXX.s_8.r,SLX.16564.i707_i505.HWCLLBBXX.s_8.r,SLX.16564.i707_i505.HWCLLBBXX.s_8.r,E25A_180_O,ExMes_CS7_E25A_180_O,E25,E25A,CS7,ExMes_CS7_,ExMes_CS7,ExMes_CS7,1339,3215971,0.8122,0.430172445,0.499378968,0.462891067,1,13222,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i710_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i710_i502.HWCLLBBXX.s_8.r,SLX.16564.i710_i502.HWCLLBBXX.s_8.r,SLX.16564.i710_i502.HWCLLBBXX.s_8.r,E25A_169_AM,SYS_CS7_E25A_169_AM,E25,E25A,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,1340,1565066,0.6298,0.127973857,0.17442595,0.142236609,1,7282,1,1,1,1,0,1,1,1,1,1,1,1,1
SLX-16564.i707_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i707_i507.HWCLLBBXX.s_8.r,SLX.16564.i707_i507.HWCLLBBXX.s_8.r,SLX.16564.i707_i507.HWCLLBBXX.s_8.r,E25A_184_M,ReGland_CS7_E25A_184_M,E25,E25A,CS7,ReGland_CS7_,ReGland_CS7,ReGland_CS7,1341,2362941,0.784,0.199247582,0.267177321,0.228896316,1,12984,1,1,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i707_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i707_i503.HWCLLBBXX.s_8.r,SLX.16564.i707_i503.HWCLLBBXX.s_8.r,SLX.16564.i707_i503.HWCLLBBXX.s_8.r,E25A_180_C,SYS_CS7_E25A_180_C,E25,E25A,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,1342,2602473,0.617,0.065374757,0.091759263,0.072276318,1,7739,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i707_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i707_i510.HWCLLBBXX.s_8.r,SLX.16564.i707_i510.HWCLLBBXX.s_8.r,SLX.16564.i707_i510.HWCLLBBXX.s_8.r,E25A_190_C,Am_CS7_E25A_190_C,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,1344,1474930,0.6381,0.039861772,0.073108201,0.047385175,1,4676,1,1,1,1,0,0,1,1,1,1,0,1,1
SLX-16564.i707_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i707_i508.HWCLLBBXX.s_8.r,SLX.16564.i707_i508.HWCLLBBXX.s_8.r,SLX.16564.i707_i508.HWCLLBBXX.s_8.r,E25A_184_Y,Am_CS7_E25A_184_Y,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,1345,836657,0.524,0.345328535,0.400959924,0.370858504,1,6059,1,1,1,1,0,0,1,1,1,1,0,1,1
SLX-16564.i706_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i706_i506.HWCLLBBXX.s_8.r,SLX.16564.i706_i506.HWCLLBBXX.s_8.r,SLX.16564.i706_i506.HWCLLBBXX.s_8.r,E25A_180_Z,ReStroma_CS7_E25A_180_Z,E25,E25A,CS7,ReStroma_CS7_,ReStroma_CS7,ReStroma_CS7,1349,3288754,0.8367,0.227680081,0.296322096,0.254824929,1,13980,1,0,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i706_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i706_i510.HWCLLBBXX.s_8.r,SLX.16564.i706_i510.HWCLLBBXX.s_8.r,SLX.16564.i706_i510.HWCLLBBXX.s_8.r,E25A_190_B,Am_CS7_E25A_190_B,E25,E25A,CS7,NL_CS7_,Am_CS7,NL_CS7_,1350,436887,0.4182,0.061243278,0.100249414,0.071730592,1,3286,1,0,0,0,0,0,0,1,1,0,0,1,1
SLX-16564.i706_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i706_i508.HWCLLBBXX.s_8.r,SLX.16564.i706_i508.HWCLLBBXX.s_8.r,SLX.16564.i706_i508.HWCLLBBXX.s_8.r,E25A_184_X,Am_CS7_E25A_184_X,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,1351,1450929,0.6679,0.430240449,0.487566287,0.457461195,1,6993,1,1,1,1,0,0,1,1,1,1,0,1,1
SLX-16564.i706_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i706_i505.HWCLLBBXX.s_8.r,SLX.16564.i706_i505.HWCLLBBXX.s_8.r,SLX.16564.i706_i505.HWCLLBBXX.s_8.r,E25A_180_N,ExMes_CS7_E25A_180_N,E25,E25A,CS7,ExMes_CS7_,ExMes_CS7,ExMes_CS7,1352,2456009,0.7722,0.481852834,0.561708366,0.519626494,1,9786,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i706_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i706_i502.HWCLLBBXX.s_8.r,SLX.16564.i706_i502.HWCLLBBXX.s_8.r,SLX.16564.i706_i502.HWCLLBBXX.s_8.r,E25A_169_AK,ExMes_CS7_E25A_169_AK,E25,E25A,CS7,NL_CS7_,ExMes_CS7,NL_CS7_,1353,1669209,0.5796,0.064402287,0.163532648,0.122620094,1,8709,1,0,0,0,0,0,0,1,1,0,1,0,1
SLX-16564.i705_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i705_i507.HWCLLBBXX.s_8.r,SLX.16564.i705_i507.HWCLLBBXX.s_8.r,SLX.16564.i705_i507.HWCLLBBXX.s_8.r,E25A_184_K,Am_CS7_E25A_184_K,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,1354,1727067,0.7105,0.117607695,0.170532903,0.138554891,1,8816,1,1,1,1,0,0,1,1,1,1,0,1,1
SLX-16564.i705_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i705_i503.HWCLLBBXX.s_8.r,SLX.16564.i705_i503.HWCLLBBXX.s_8.r,SLX.16564.i705_i503.HWCLLBBXX.s_8.r,E25A_180_A,SYS_CS7_E25A_180_A,E25,E25A,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,1356,2981812,0.7471,0.151227595,0.201188703,0.171328918,1,8594,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i705_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i705_i505.HWCLLBBXX.s_8.r,SLX.16564.i705_i505.HWCLLBBXX.s_8.r,SLX.16564.i705_i505.HWCLLBBXX.s_8.r,E25A_180_M,ExMes_CS7_E25A_180_M,E25,E25A,CS7,ExMes_CS7_,ExMes_CS7,ExMes_CS7,1357,2417926,0.8035,0.435291881,0.51313648,0.470849573,1,10233,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i705_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i705_i508.HWCLLBBXX.s_8.r,SLX.16564.i705_i508.HWCLLBBXX.s_8.r,SLX.16564.i705_i508.HWCLLBBXX.s_8.r,E25A_184_W,Am_CS7_E25A_184_W,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,1358,1257819,0.5358,0.323395352,0.441738721,0.374888284,1,8425,1,1,1,1,0,0,1,1,1,1,0,1,1
SLX-16564.i705_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i705_i506.HWCLLBBXX.s_8.r,SLX.16564.i705_i506.HWCLLBBXX.s_8.r,SLX.16564.i705_i506.HWCLLBBXX.s_8.r,E25A_180_Y,ReGland_CS7_E25A_180_Y,E25,E25A,CS7,ReGland_CS7_,ReGland_CS7,ReGland_CS7,1359,2564760,0.768,0.208728029,0.279850668,0.238998277,1,13349,1,1,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i705_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i705_i502.HWCLLBBXX.s_8.r,SLX.16564.i705_i502.HWCLLBBXX.s_8.r,SLX.16564.i705_i502.HWCLLBBXX.s_8.r,E25A_169_AJ,ExMes_CS7_E25A_169_AJ,E25,E25A,CS7,ExMes_CS7_,ExMes_CS7,ExMes_CS7,1362,1831377,0.7654,0.259569377,0.336831334,0.293249664,1,10362,1,1,1,1,0,1,1,1,1,1,1,1,1
SLX-16564.i704_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i704_i510.HWCLLBBXX.s_8.r,SLX.16564.i704_i510.HWCLLBBXX.s_8.r,SLX.16564.i704_i510.HWCLLBBXX.s_8.r,E25A_184_AH,Tb_CS7_E25A_184_AH,E25,E25A,CS7,Tb_CS7_,Tb_CS7,Tb_CS7,1364,1304802,0.721,0.225698802,0.294697264,0.258899445,1,7649,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i704_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i704_i508.HWCLLBBXX.s_8.r,SLX.16564.i704_i508.HWCLLBBXX.s_8.r,SLX.16564.i704_i508.HWCLLBBXX.s_8.r,E25A_184_V,Gland_CS7_E25A_184_V,E25,E25A,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,1365,2767139,0.8709,0.436401969,0.47894708,0.45201618,1,11981,1,1,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i704_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i704_i507.HWCLLBBXX.s_8.r,SLX.16564.i704_i507.HWCLLBBXX.s_8.r,SLX.16564.i704_i507.HWCLLBBXX.s_8.r,E25A_184_J,Am_CS7_E25A_184_J,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,1366,1808775,0.7225,0.1875011,0.257045043,0.217863869,1,8971,1,1,1,1,0,0,1,1,1,1,0,1,1
SLX-16564.i704_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i704_i503.HWCLLBBXX.s_8.r,SLX.16564.i704_i503.HWCLLBBXX.s_8.r,SLX.16564.i704_i503.HWCLLBBXX.s_8.r,E25A_174_H,Gland_CS7_E25A_174_H,E25,E25A,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,1367,3964280,0.8635,0.475396444,0.53081017,0.497083087,1,11954,1,1,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i704_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i704_i506.HWCLLBBXX.s_8.r,SLX.16564.i704_i506.HWCLLBBXX.s_8.r,SLX.16564.i704_i506.HWCLLBBXX.s_8.r,E25A_180_X,ExMes_CS7_E25A_180_X,E25,E25A,CS7,NL_CS7_,ExMes_CS7,NL_CS7_,1368,1739167,0.6894,0.114754039,0.166970315,0.135479665,1,8002,1,0,0,0,0,0,0,1,1,0,0,0,1
SLX-16564.i703_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i703_i510.HWCLLBBXX.s_8.r,SLX.16564.i703_i510.HWCLLBBXX.s_8.r,SLX.16564.i703_i510.HWCLLBBXX.s_8.r,E25A_184_AG,Tb_CS7_E25A_184_AG,E25,E25A,CS7,Tb_CS7_,Tb_CS7,Tb_CS7,1370,2558348,0.7896,0.130361653,0.184519267,0.150520718,1,9572,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i703_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i703_i511.HWCLLBBXX.s_8.r,SLX.16564.i703_i511.HWCLLBBXX.s_8.r,SLX.16564.i703_i511.HWCLLBBXX.s_8.r,E25A_190_K,ExMes_CS7_E25A_190_K,E25,E25A,CS7,ExMes_CS7_,ExMes_CS7,ExMes_CS7,1371,2271857,0.8009,0.253629985,0.33145759,0.28609875,1,15499,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i703_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i703_i507.HWCLLBBXX.s_8.r,SLX.16564.i703_i507.HWCLLBBXX.s_8.r,SLX.16564.i703_i507.HWCLLBBXX.s_8.r,E25A_184_I,Am_CS7_E25A_184_I,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,1372,2694518,0.7366,0.133301916,0.189049359,0.155023296,1,10025,1,1,1,1,0,0,1,1,1,1,0,1,1
SLX-16564.i704_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i704_i502.HWCLLBBXX.s_8.r,SLX.16564.i704_i502.HWCLLBBXX.s_8.r,SLX.16564.i704_i502.HWCLLBBXX.s_8.r,E25A_169_AI,Tb_CS7_E25A_169_AI,E25,E25A,CS7,Tb_CS7_,Tb_CS7,Tb_CS7,1373,1418381,0.6936,0.11699249,0.167692163,0.137864218,1,7569,1,1,1,1,0,1,1,1,1,1,1,1,1
SLX-16564.i703_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i703_i508.HWCLLBBXX.s_8.r,SLX.16564.i703_i508.HWCLLBBXX.s_8.r,SLX.16564.i703_i508.HWCLLBBXX.s_8.r,E25A_184_U,Gland_CS7_E25A_184_U,E25,E25A,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,1374,2489237,0.8946,0.452906382,0.499050815,0.470314194,1,13542,1,1,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i703_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i703_i503.HWCLLBBXX.s_8.r,SLX.16564.i703_i503.HWCLLBBXX.s_8.r,SLX.16564.i703_i503.HWCLLBBXX.s_8.r,E25A_174_G,Gland_CS7_E25A_174_G,E25,E25A,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,1375,3495067,0.8732,0.462684353,0.521709006,0.485473249,1,14429,1,1,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i703_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i703_i506.HWCLLBBXX.s_8.r,SLX.16564.i703_i506.HWCLLBBXX.s_8.r,SLX.16564.i703_i506.HWCLLBBXX.s_8.r,E25A_180_W,Tb_CS7_E25A_180_W,E25,E25A,CS7,Tb_CS7_,Tb_CS7,Tb_CS7,1376,2117151,0.7296,0.101265363,0.150501245,0.119490118,1,9639,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i703_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i703_i505.HWCLLBBXX.s_8.r,SLX.16564.i703_i505.HWCLLBBXX.s_8.r,SLX.16564.i703_i505.HWCLLBBXX.s_8.r,E25A_180_K,Am_CS7_E25A_180_K,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,1377,1737022,0.6879,0.038713407,0.073965814,0.047763061,1,5534,1,1,1,1,0,0,1,1,1,1,0,1,1
SLX-16564.i702_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i702_i511.HWCLLBBXX.s_8.r,SLX.16564.i702_i511.HWCLLBBXX.s_8.r,SLX.16564.i702_i511.HWCLLBBXX.s_8.r,E25A_190_J,ReStroma_CS7_E25A_190_J,E25,E25A,CS7,ReStroma_CS7_,ReStroma_CS7,ReStroma_CS7,1378,4080313,0.8038,0.321258986,0.399724289,0.357090984,1,11535,1,0,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i703_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i703_i502.HWCLLBBXX.s_8.r,SLX.16564.i703_i502.HWCLLBBXX.s_8.r,SLX.16564.i703_i502.HWCLLBBXX.s_8.r,E25A_169_AH,ReGland_CS7_E25A_169_AH,E25,E25A,CS7,ReGland_CS7_,ReGland_CS7,ReGland_CS7,1379,2798804,0.8569,0.337664182,0.402390512,0.364462911,1,15424,1,1,0,1,0,0,1,1,1,0,0,0,0
SLX-16564.i701_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i701_i510.HWCLLBBXX.s_8.r,SLX.16564.i701_i510.HWCLLBBXX.s_8.r,SLX.16564.i701_i510.HWCLLBBXX.s_8.r,E25A_184_AE,Am_CS7_E25A_184_AE,E25,E25A,CS7,NL_CS7_,Am_CS7,NL_CS7_,1380,2729034,0.313,0.238038254,0.298389167,0.262622954,1,7044,1,0,0,0,0,0,0,1,1,0,0,1,1
SLX-16564.i702_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i702_i502.HWCLLBBXX.s_8.r,SLX.16564.i702_i502.HWCLLBBXX.s_8.r,SLX.16564.i702_i502.HWCLLBBXX.s_8.r,E25A_169_AG,ExMes_CS7_E25A_169_AG,E25,E25A,CS7,ExMes_CS7_,ExMes_CS7,ExMes_CS7,1382,5569470,0.8467,0.27924463,0.361086951,0.313552224,1,12926,1,1,1,1,0,1,1,1,1,1,1,1,1
SLX-16564.i701_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i701_i503.HWCLLBBXX.s_8.r,SLX.16564.i701_i503.HWCLLBBXX.s_8.r,SLX.16564.i701_i503.HWCLLBBXX.s_8.r,E25A_174_E,EmDisc_CS7_E25A_174_E,E25,E25A,CS7,EmDisc_CS7_,EmDisc_CS7,EmDisc_CS7,1383,6905299,0.8505,0.328665661,0.409599999,0.366305702,1,14187,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i701_i507.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i701_i507.HWCLLBBXX.s_8.r,SLX.16564.i701_i507.HWCLLBBXX.s_8.r,SLX.16564.i701_i507.HWCLLBBXX.s_8.r,E25A_184_G,EmDisc_CS7_E25A_184_G,E25,E25A,CS7,EmDisc_CS7_,EmDisc_CS7,EmDisc_CS7,1384,4862707,0.7909,0.319284892,0.404516191,0.357052086,1,13280,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i702_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i702_i503.HWCLLBBXX.s_8.r,SLX.16564.i702_i503.HWCLLBBXX.s_8.r,SLX.16564.i702_i503.HWCLLBBXX.s_8.r,E25A_174_F,EmDisc_CS7_E25A_174_F,E25,E25A,CS7,EmDisc_CS7_,EmDisc_CS7,EmDisc_CS7,1385,4569598,0.8088,0.201055992,0.269297862,0.228131803,1,10593,1,1,1,1,0,1,1,1,1,1,0,1,1
SLX-16564.i702_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam,SLX.16564.i702_i508.HWCLLBBXX.s_8.r,SLX.16564.i702_i508.HWCLLBBXX.s_8.r,SLX.16564.i702_i508.HWCLLBBXX.s_8.r,E25A_184_T,Stroma_CS7_E25A_184_T,E25,E25A,CS7,Stroma_CS7_,Stroma_CS7,Stroma_CS7,1386,4103314,0.8765,0.114432655,0.157578137,0.128689695,1,12771,1,0,0,1,0,0,1,1,1,0,0,0,0
